run_id,timestamp,scene_id,concept,prompt,provider,qa_score,word_count,sentence_count,abstract_terms,concrete_terms,vfx_terms,camera_terms,concrete_ratio,achievability_score
20260107_093749,,scene_8,A 30-second video about a developer building an AI app,Simple text overlay on clean background with company logo and contact information,unknown,0,12,1,0,0,0,1,1.0,53.0
20260107_093929,,scene_1,A 30-second video about a developer building an AI app,"A focused developer sitting at a clean desk with multiple monitors, typing code with AI development tools visible on screen",unknown,0,20,1,0,3,0,0,inf,65.0
20260107_093929,,scene_2,A 30-second video about a developer building an AI app,"Close-up of a notebook with sketched AI app wireframes, flowcharts, and the text 'AI Assistant App' written prominently",unknown,0,18,1,0,0,0,1,1.0,53.0
20260107_093929,,scene_3,A 30-second video about a developer building an AI app,"Computer screen showing AI/ML code with syntax highlighting, focusing on machine learning libraries and API integrations",unknown,0,16,1,0,2,0,0,inf,60.0
20260107_093929,,scene_4,A 30-second video about a developer building an AI app,"Split screen showing the app interface on one side and testing data/results on the other, with success indicators",unknown,0,18,1,0,2,0,0,inf,60.0
20260107_093929,,scene_5,A 30-second video about a developer building an AI app,"Modern, sleek mobile app interface showing the AI assistant with chat bubbles, buttons, and intuitive navigation elements",unknown,0,17,1,0,1,0,0,inf,55.0
20260107_093929,,scene_6,A 30-second video about a developer building an AI app,"App screen showing AI responses in real-time, with thinking indicators and intelligent suggestions appearing dynamically",unknown,0,15,1,0,1,0,0,inf,55.0
20260107_093929,,scene_7,A 30-second video about a developer building an AI app,"Developer's hand hovering over a 'Deploy' button on screen, with app store icons and launch preparation elements visible",unknown,0,18,1,0,2,0,0,inf,60.0
20260107_093929,,scene_8,A 30-second video about a developer building an AI app,"Celebration moment with app successfully launched, showing download statistics, user reviews, and the developer smiling with satisfaction",unknown,0,17,1,0,0,0,0,1.0,50.0
20260107_094721,,scene_1,A 30-second video about a developer building an AI app,"A developer sits at a clean, modern desk with multiple monitors, code editors open, looking focused and determined",unknown,0,18,1,0,2,0,0,inf,60.0
20260107_094721,,scene_2,A 30-second video about a developer building an AI app,"Close-up of a notebook with hand-drawn sketches of an AI app interface, with lightbulb icon and wireframes",unknown,0,17,1,0,3,0,1,inf,68.0
20260107_094721,,scene_3,A 30-second video about a developer building an AI app,"Screen showing lines of Python code being written, with AI/ML libraries and functions visible",unknown,0,14,1,0,1,0,0,inf,55.0
20260107_094721,,scene_4,A 30-second video about a developer building an AI app,Terminal window showing AI model training progress with loading bars and accuracy metrics,unknown,0,13,1,0,1,0,0,inf,55.0
20260107_094721,,scene_5,A 30-second video about a developer building an AI app,"Clean, modern mobile app interface mockup showing the AI assistant with chat bubbles and sleek design",unknown,0,16,1,0,1,0,0,inf,55.0
20260107_094721,,scene_6,A 30-second video about a developer building an AI app,"Phone screen showing a user typing a question and the AI providing a helpful, detailed response",unknown,0,16,1,0,2,0,0,inf,60.0
20260107_094721,,scene_7,A 30-second video about a developer building an AI app,Laptop screen showing app store deployment dashboard with download counters and positive ratings,unknown,0,13,1,0,2,0,0,inf,60.0
20260107_094721,,scene_8,A 30-second video about a developer building an AI app,Bold text overlay 'Build Your AI App Today' with modern tech background and inspiring visuals,unknown,0,15,1,0,0,0,0,1.0,50.0
20260107_094920,,scene_1,A 30-second video about a developer building an AI app,"Split screen showing a developer typing code on left, with brain and AI circuit patterns on right",unknown,0,17,1,0,1,0,0,inf,55.0
20260107_094920,,scene_2,A 30-second video about a developer building an AI app,Light bulb icon morphs into interconnected nodes representing app architecture,unknown,0,10,1,0,1,1,0,inf,45.0
20260107_094920,,scene_3,A 30-second video about a developer building an AI app,Animated infographic showing data flowing into a processing center with charts and graphs,unknown,0,13,1,0,0,1,0,1.0,40.0
20260107_094920,,scene_4,A 30-second video about a developer building an AI app,Progress bars and neural network visualization showing training in progress,unknown,0,10,1,1,0,0,0,0.0,42.0
20260107_094920,,scene_5,A 30-second video about a developer building an AI app,Mobile app interface elements assembling piece by piece with smooth animations,unknown,0,11,1,0,1,0,0,inf,55.0
20260107_094920,,scene_6,A 30-second video about a developer building an AI app,Multiple device screens showing app testing with checkmarks and validation icons,unknown,0,11,1,0,1,0,0,inf,55.0
20260107_094920,,scene_7,A 30-second video about a developer building an AI app,"Rocket ship icon launching with app logo, surrounded by celebration elements",unknown,0,11,1,0,0,0,0,1.0,50.0
20260107_094920,,scene_8,A 30-second video about a developer building an AI app,App store interface showing the published app with download counter and positive ratings,unknown,0,13,1,0,1,0,0,inf,55.0
20260107_095023,,scene_1,A 30-second video about a developer building an AI app,"Close-up shot of a developer sitting at a modern desk with multiple monitors, typing code on a computer screen",unknown,0,19,1,0,3,0,1,inf,68.0
20260107_095023,,scene_2,A 30-second video about a developer building an AI app,"Static graphic showing brain icon connected to various tech symbols like gears, data points, and neural networks",unknown,0,17,1,0,0,0,0,1.0,50.0
20260107_095023,,scene_3,A 30-second video about a developer building an AI app,"Screen capture showing clean, organized code structure with AI/ML libraries and functions visible",unknown,0,13,1,0,1,0,0,inf,55.0
20260107_095023,,scene_4,A 30-second video about a developer building an AI app,Static infographic showing data flow from raw data through processing to trained model,unknown,0,13,1,0,0,0,0,1.0,50.0
20260107_095023,,scene_5,A 30-second video about a developer building an AI app,"Clean mockup of mobile app interface with AI features, chat interface, and modern UI elements",unknown,0,15,1,0,1,0,0,inf,55.0
20260107_095023,,scene_6,A 30-second video about a developer building an AI app,Split screen showing code terminal with test results and app running on device simultaneously,unknown,0,14,1,0,1,0,0,inf,55.0
20260107_095023,,scene_7,A 30-second video about a developer building an AI app,Developer clicking deploy button on computer with app store icons and deployment graphics visible,unknown,0,14,1,0,0,0,0,1.0,50.0
20260107_095023,,scene_8,A 30-second video about a developer building an AI app,"Developer smiling at computer with success metrics, user reviews, and download statistics on screen",unknown,0,14,1,0,1,0,0,inf,55.0
20260107_165259,,scene_1,A 10-second intro for a developer podcast,"Extreme close-up of a code editor with colorful syntax highlighting, showing a few lines of clean code. Dark theme with vibrant accent colors.",unknown,0,23,2,0,1,0,1,inf,58.0
20260107_165259,,scene_2,A 10-second intro for a developer podcast,Bold podcast title appears centered on screen with a subtle gradient background. Clean typography with developer-themed accent elements like brackets or code symbols.,unknown,0,23,2,0,1,0,0,inf,55.0
20260107_165259,,scene_3,A 10-second intro for a developer podcast,"Flat lay view of a developer workspace: laptop showing code, coffee cup, notepad, and phone on a wooden desk. Professional and inviting.",unknown,0,22,2,0,5,0,0,inf,75.0
20260107_165259,,scene_4,A 10-second intro for a developer podcast,Terminal window with green text on black background showing common developer commands scrolling or appearing line by line.,unknown,0,18,1,0,1,0,0,inf,55.0
20260107_165259,,scene_5,A 10-second intro for a developer podcast,Large stylized microphone icon centered on screen with subtle audio waveform visualization in the background. Modern and clean design.,unknown,0,19,2,1,2,0,0,2.0,52.0
20260107_165259,,scene_6,A 10-second intro for a developer podcast,"Flowing streams of ones and zeros in blue and white against a dark background, creating a digital matrix effect.",unknown,0,19,1,0,0,1,0,1.0,40.0
20260107_165259,,scene_7,A 10-second intro for a developer podcast,"Professional headphones resting on a desk or keyboard, suggesting listening and audio focus. Clean product shot style.",unknown,0,17,2,0,3,0,0,inf,65.0
20260107_165259,,scene_8,A 10-second intro for a developer podcast,"Final branded screen with podcast logo, tagline, and subscribe message. Clean, professional, and memorable ending.",unknown,0,15,2,0,1,0,0,inf,55.0
20260107_165648,,scene_1,A 10-second intro for a developer podcast,"Clean, minimal opening with podcast logo centered on a dark gradient background. Logo appears with subtle glow effect.",unknown,0,18,2,0,0,2,0,1.0,30.0
20260107_165648,,scene_2,A 10-second intro for a developer podcast,"Static shot of a code editor interface showing colorful syntax-highlighted code on dark theme. Clean, professional developer workspace aesthetic.",unknown,0,19,2,0,2,0,0,inf,60.0
20260107_165648,,scene_3,A 10-second intro for a developer podcast,"Grid layout showing popular programming language and framework logos: React, Python, JavaScript, Docker, Git, etc. arranged in clean rows.",unknown,0,19,2,0,0,0,0,1.0,50.0
20260107_165648,,scene_4,A 10-second intro for a developer podcast,"Terminal window showing successful command execution with green checkmarks and output text. Commands like 'npm install', 'git push', build success messages.",unknown,0,21,2,0,1,0,0,inf,55.0
20260107_165648,,scene_5,A 10-second intro for a developer podcast,"Geometric network visualization with connected nodes and lines forming a web pattern. Modern, tech-focused abstract design with glowing connection points.",unknown,0,20,2,2,0,2,0,0.0,14.0
20260107_165648,,scene_6,A 10-second intro for a developer podcast,"Professional podcast microphone in focus against clean background. Studio quality, emphasizing the audio/podcast nature of the show.",unknown,0,17,2,0,1,0,0,inf,55.0
20260107_165648,,scene_7,A 10-second intro for a developer podcast,Clean title card showing 'NEW EPISODE' text with episode number placeholder. Modern typography on gradient background.,unknown,0,16,2,0,0,0,0,1.0,50.0
20260107_165648,,scene_8,A 10-second intro for a developer podcast,"Final frame with podcast logo, social media handles, and 'SUBSCRIBE NOW' call-to-action. Clean, professional end card.",unknown,0,16,2,0,1,0,0,inf,55.0
20260107_222333,,scene_1,A 5-second intro for a developer podcast,"Clean, minimalist background with the podcast logo centered. The logo appears with a subtle glow effect against a dark gradient background with subtle tech-inspired geometric patterns.",unknown,0,26,2,0,0,2,0,1.0,30.0
20260107_222333,,scene_2,A 5-second intro for a developer podcast,"Stylized code editor interface showing colorful syntax-highlighted code. Clean, readable code snippets with a modern dark theme. Cursor blinking at the end of a line.",unknown,0,25,3,0,2,0,0,inf,60.0
20260107_222333,,scene_3,A 5-second intro for a developer podcast,Terminal window with green text on black background. Command prompt showing a successful deployment or build command with checkmarks and success indicators.,unknown,0,22,2,0,1,0,0,inf,55.0
20260107_222333,,scene_4,A 5-second intro for a developer podcast,Abstract visualization of connected nodes or API endpoints. Clean lines connecting circular nodes with subtle pulse animations. Modern tech diagram aesthetic with blue and purple accent colors.,unknown,0,27,3,2,0,1,0,0.0,24.0
20260107_222333,,scene_5,A 5-second intro for a developer podcast,"Grid layout displaying popular technology logos and icons. React, Python, Docker, Kubernetes, JavaScript icons arranged cleanly against a neutral background with subtle shadows.",unknown,0,23,2,0,0,0,0,1.0,50.0
20260107_222333,,scene_6,A 5-second intro for a developer podcast,Professional podcast microphone in focus with soft bokeh background. Studio-quality setup with warm lighting and subtle LED accent lights in the background blur.,unknown,0,23,2,0,2,0,0,inf,60.0
20260107_222333,,scene_7,A 5-second intro for a developer podcast,Clean title card with episode information. Modern typography displaying podcast name with subtitle and episode release schedule. Minimalist design with brand colors and subtle animated gradient backgr,unknown,0,27,3,0,0,1,0,1.0,40.0
20260107_222333,,scene_8,A 5-second intro for a developer podcast,"Final frame with podcast logo and subscription information. Clear, bold text reading 'SUBSCRIBE NOW' with platform icons below. Professional end card with high contrast and perfect readability.",unknown,0,27,3,0,0,0,0,1.0,50.0
20260107_224324,,scene_1,A 5-second intro for a developer podcast,"Abstract visualization of flowing code lines and programming symbols in a dark blue gradient background, creating a tech-focused atmosphere",unknown,0,19,1,2,0,0,0,0.0,34.0
20260107_224324,,scene_2,A 5-second intro for a developer podcast,Bold podcast title appears centered on screen with clean typography against a minimal tech-themed background,unknown,0,15,1,0,1,0,0,inf,55.0
20260107_224324,,scene_3,A 5-second intro for a developer podcast,"Clean desk setup showing laptop with code editor, coffee mug, and developer essentials in organized composition",unknown,0,16,1,0,3,0,0,inf,65.0
20260107_224324,,scene_4,A 5-second intro for a developer podcast,Grid of popular programming language and framework logos arranged symmetrically on a clean background,unknown,0,14,1,0,0,0,0,1.0,50.0
20260107_224324,,scene_5,A 5-second intro for a developer podcast,"Close-up of terminal window showing typical developer commands with cursor blinking, creating authentic coding atmosphere",unknown,0,15,1,0,1,0,1,inf,58.0
20260107_224324,,scene_6,A 5-second intro for a developer podcast,"Abstract representation of developers collaborating through connected nodes, chat bubbles, and shared code snippets",unknown,0,14,1,1,0,0,0,0.0,42.0
20260107_224324,,scene_7,A 5-second intro for a developer podcast,Professional podcast microphone in sharp focus against a subtle bokeh background with warm studio lighting,unknown,0,15,1,0,2,0,0,inf,60.0
20260107_224324,,scene_8,A 5-second intro for a developer podcast,"Clean end screen with podcast logo, subscribe prompt, and release schedule information on professional background",unknown,0,15,1,0,1,0,0,inf,55.0
20260107_230109,,scene_1,5 second logo reveal for CodeCraft,"A sleek, modern logo reveal for CodeCraft. The scene opens on a dark digital gradient background with subtle grid lines. Geometric shapes (triangles, hexagons) float and assemble in the center, formin",luma,0,65,6,0,1,4,1,inf,10.5
20260107_233839,,scene_1,Coding up a project to demo for a job,Close-up view of hands typing rapidly on a backlit keyboard in a dimly lit workspace. Multiple glowing screens in the background show abstract code-like patterns and colorful syntax highlighting effec,luma,0,52,4,1,7,3,1,7.0,49.0
20260108_000339,,scene_1,Demo video for job interview,"Clean, professional studio-style shot of a confident person in business casual attire against a softly blurred modern office background. Warm, inviting lighting creates a professional atmosphere. The ",luma,0,38,3,0,2,0,0,inf,60.0
20260108_000501,,scene_1,Coding up a project to demo for a job,"Close-up view of hands typing rapidly on a modern keyboard with soft backlit keys, screen glow reflecting on focused face in background. Code editor interface visible with colorful syntax highlighting",luma,0,46,3,0,6,1,1,inf,73.0
20260108_001000,,scene_1,Demo video for job interview,"Clean, professional setting with a confident person in business attire making direct eye contact with camera. Warm, well-lit environment with soft bokeh background suggesting an office or studio space",luma,0,44,3,0,3,0,0,inf,65.0
20260108_001115,,scene_1,Coding up a project to demo for a job,"Close-up view of hands typing rapidly on a backlit keyboard with a warm ambient glow. In the background, a blurred monitor displays colorful flowing patterns and geometric shapes suggesting code inter",luma,0,55,4,0,7,1,1,inf,75.5
20260108_002030,,scene_1,Coding up a project to demo for a job,Close-up view of hands typing rapidly on a backlit keyboard in a dimly lit workspace. Monitor in the background displays colorful code-like patterns with syntax highlighting colors flowing across the ,luma,0,53,4,0,10,0,1,inf,100.0
20260108_003350,,scene_1,Coding up a project to demo for a job,Close-up view of hands typing rapidly on a backlit keyboard with glowing keys in a dim environment. Screen in background displays colorful syntax highlighting patterns and code-like flowing animations,luma,0,51,4,0,6,2,1,inf,62.5
20260108_004724,,scene_1,A cat sitting on a fence,"A calm tabby cat sits perched on a weathered wooden fence in golden afternoon light. The cat's fur catches the warm sunlight as it sits upright with a relaxed posture, tail draped alongside its body. ",luma,0,61,4,0,1,0,0,inf,49.5
20260108_004828,,scene_1,test,"Clean minimalist composition with soft gradient background transitioning from deep blue to purple. A single glowing orb pulses gently in the center, radiating subtle light rays. Abstract geometric sha",luma,0,38,3,1,1,3,0,1.0,17.0
20260108_004922,,scene_1,test,"A clean, minimalist composition with a smooth color gradient background transitioning from deep blue to soft purple. A single geometric shape - a glowing circle - pulses gently in the center of the fr",luma,0,40,2,0,0,3,0,1.0,20.0
20260108_005011,,scene_1,A dog playing,"A cheerful cartoon dog with floppy ears bounces energetically in a sunny park setting. The dog leaps into the air to catch a bright red ball, tail wagging enthusiastically. Vibrant green grass and col",luma,0,61,5,0,0,0,0,1.0,44.5
20260108_005014,,scene_1,test,"A clean, minimalist composition with a smooth gradient background transitioning from deep blue to soft purple. A simple geometric shape, a glowing sphere, pulses gently in the center of the frame, ema",luma,0,40,2,0,1,4,0,inf,15.0
20260108_005122,,scene_1,test,"A clean, minimalist composition featuring geometric shapes and color bars in a professional test pattern arrangement. Centered focus with balanced symmetry and clear visual hierarchy.",luma,0,25,2,0,0,0,0,1.0,50.0
20260108_005218,,scene_1,test,"A simple, clean composition featuring a minimalist abstract pattern with subtle geometric shapes. Soft gradients transition across the frame creating a calm, professional aesthetic. The visual remains",luma,0,36,3,1,0,0,0,0.0,42.0
20260108_013619,,scene_1,"Abstract visualization of AI agents collaborating - geometric shapes connecting, data flowing betwee","Camera slowly pushes forward through a dark void as glowing geometric shapes (spheres, cubes, pyramids) materialize in 3D space. Nodes pulse with blue and purple energy, connected by flowing light str",luma,0,56,4,1,1,4,0,1.0,4.0
20260108_174554,,scene_1,test video,"A clean, minimalist composition with geometric shapes slowly pulsing in the center against a gradient background. Soft colors transition smoothly creating a calm, professional atmosphere.",luma,0,25,2,0,0,0,0,1.0,50.0
20260108_175054,,scene_1,test,"A clean, minimalist composition featuring geometric shapes and color gradients that pulse gently. Abstract patterns shift smoothly across the frame, creating a sense of depth and technical precision w",luma,0,32,2,1,0,1,0,0.0,32.0
20260108_211331,,scene_1,A 15-second journey through Claude Studio Producer: Start with the workflow diagram showing agents c,"Camera slowly pushes into an elegant network diagram with glowing nodes pulsing with energy. Lines connect between circular nodes in an organic flow pattern, creating a web of connections. Nodes light",luma,0,55,5,1,1,4,0,1.0,4.5
20260108_211331,,scene_2,A 15-second journey through Claude Studio Producer: Start with the workflow diagram showing agents c,"Terminal interface with cascading colored blocks and lines flowing downward through multiple stages. Vibrant data streams move through distinct horizontal layers, each stage lighting up as information",luma,0,57,5,1,2,2,1,2.0,31.5
20260108_211331,,scene_3,A 15-second journey through Claude Studio Producer: Start with the workflow diagram showing agents c,"Physical notebook with hand-drawn sketches begins to glow with ethereal light. Digital particles and light streaks emerge from the paper surface, swirling upward into abstract digital forms. The analo",luma,0,57,5,2,3,5,1,1.5,0.0
20260108_232546,,scene_1,"A hand drawing a sketch on paper with a pencil, the lines slowly beginning to glow with soft golden ","Extreme close-up of a hand holding a wooden pencil, drawing flowing organic lines on textured white paper. As the pencil moves across the paper, the graphite lines begin to shimmer and gradually illum",luma,0,107,6,1,4,4,2,4.0,0.0
20260108_234452,,scene_1,"Close-up of hands typing on a mechanical keyboard, RGB backlight glowing beneath the keys, dark room",Extreme close-up of fingers typing on a mechanical keyboard with RGB backlight glowing beneath translucent keycaps. Dark room environment with cool blue screen light casting subtle reflections on the ,luma,0,50,3,0,6,2,2,inf,66.0
20260109_075142,,scene_1,"Close-up of a person's face in a dark room, lit only by a computer screen we can't see, their expres","Extreme close-up of a person's face in near-darkness, illuminated only by the cool blue-white glow of an off-screen monitor. The shot begins with their face showing tired concentration - slight furrow",luma,0,109,7,0,5,2,4,inf,37.5
20260109_080534,,scene_1,A 15-second story of a developer having a breakthrough: Scene 1 - Wide shot of developer at desk in ,Cinematic wide shot of a developer hunched over a laptop in a dimly lit home office at night. Warm brass desk lamp casts 3000K glow on their focused but tired face. Coffee cup sits nearby among scatte,luma,0,55,6,0,6,1,3,inf,76.5
20260109_080534,,scene_2,A 15-second story of a developer having a breakthrough: Scene 1 - Wide shot of developer at desk in ,Over-the-shoulder cinematic shot focusing on the developer's profile as they lean forward intently. Screen glow illuminates their face with cool blue light contrasting the warm desk lamp. Rack focus f,luma,0,46,4,0,5,1,2,inf,71.0
20260109_080534,,scene_3,A 15-second story of a developer having a breakthrough: Scene 1 - Wide shot of developer at desk in ,Cinematic medium shot as developer leans back in chair with satisfied smile and stretches arms upward in triumph. Warm desk lamp creates hero lighting from below. Coffee cup visible in foreground with,luma,0,52,5,0,6,1,2,inf,75.0
